
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       73.3407   111.9873                                   1
     1       42.1972    66.3285     31.1434   0.0723    0.00      3    Success 
     2       29.6225    33.0679     12.5748   0.0371   30.69      4    Success 
     3       19.1652    24.0150     10.4573   0.0648   22.18      5    Success 
     4       13.5095    30.4598      5.6557   0.0748   40.07      6    Success 
     5        9.1163    22.1041      4.3931   0.0587   61.45      7    Success 
     6        5.5759    17.5971      3.5404   0.0597   62.28      8    Success 
     7        2.1292    19.3603      3.4467   0.1073   65.64      9    Success 
     8        0.3831     9.2501      1.7461   0.0450   63.50     10    Success 
     9       -0.0845     5.3040      0.4676   0.0358   74.40     11    Success 
    10       -0.3457     4.8291      0.2612   0.0281   70.51     12    Success 
    11       -0.5490     4.9914      0.2033   0.0305   75.14     13    Success 
    12       -0.6954     4.7600      0.1464   0.0300   77.36     14    Success 
    13       -0.7747     3.1862      0.0793   0.0126   69.95     15    Success 
    14       -0.8087     1.4948      0.0340   0.0055   68.83     16    Success 
    15       -0.8244     0.9625      0.0157   0.0027   41.56     17    Success 
    16       -0.8359     1.3791      0.0115   0.0064   70.90     18    Success 
    17       -0.8511     1.0950      0.0152   0.0089   76.45     19    Success 
    18       -0.8623     1.1870      0.0112   0.0130   80.16     20    Success 
    19       -0.8694     0.5674      0.0072   0.0072   80.82     21    Success 
    20       -0.8734     0.5606      0.0040   0.0061   78.63     22    Success 
    21       -0.8779     0.5223      0.0044   0.0085   80.58     23    Success 
    22       -0.8838     0.4755      0.0059   0.0080   74.65     24    Success 
    23       -0.8890     0.4125      0.0052   0.0059   72.09     25    Success 
    24       -0.8973     0.6952      0.0083   0.0086   68.39     26    Success 
    25       -0.9109     1.2831      0.0136   0.0149   78.45     27    Success 
    26       -0.9328     1.8706      0.0218   0.0259   84.13     28    Success 
    27       -0.9607     3.0699      0.0279   0.0409   85.91     29    Success 
    28       -0.9862     2.5085      0.0255   0.0389   86.66     30    Success 
    29       -1.0257     1.7025      0.0395   0.0131   78.78     31    Success 
    30       -1.0543     1.1032      0.0286   0.0185   78.24     32    Success 
    31       -1.0576     2.7637      0.0034   0.0232   85.58     33    Success 
    32       -1.0639     2.3329      0.0063   0.0015   78.17     34    Success 
