
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       18.1328    29.1765                                   1
     1       15.5013    86.7047      2.6315   0.1473    0.00      2    Success 
     2       10.9832    62.7819      4.5181   0.0082   23.00      3    Success 
     3        5.3690    17.7712      5.6142   0.0184   12.71      4    Success 
     4        4.5929     8.4465      0.7761   0.0084    9.65      5    Success 
     5        4.1885     8.9687      0.4044   0.0081   22.24      6    Success 
     6        3.5428    10.9342      0.6457   0.0166   47.31      7    Success 
     7        2.5736    11.2993      0.9691   0.0329   63.35      8    Success 
     8        1.7802    19.5998      0.7934   0.0637   70.32      9    Success 
     9        0.8033     8.6411      0.9769   0.0428   76.33     10    Success 
    10        0.3895     4.6419      0.4138   0.0237   68.88     11    Success 
    11        0.1083     4.5818      0.2812   0.0296   68.39     12    Success 
    12       -0.1377     4.1214      0.2460   0.0390   75.54     13    Success 
    13       -0.2570     6.8008      0.1193   0.0688   78.23     14    Success 
    14       -0.3664     2.4024      0.1094   0.0046   41.02     15    Success 
    15       -0.3901     1.9663      0.0237   0.0066   76.42     16    Success 
    16       -0.4257     1.7260      0.0356   0.0156   78.87     17    Success 
    17       -0.4755     1.8972      0.0498   0.0260   79.08     18    Success 
    18       -0.5097     3.5796      0.0342   0.0421   81.03     19    Success 
    19       -0.5570     1.8269      0.0472   0.0076   71.64     20    Success 
    20       -0.5933     1.7511      0.0363   0.0148   77.18     21    Success 
    21       -0.6452     2.1870      0.0519   0.0275   79.45     22    Success 
    22       -0.6900     4.1320      0.0448   0.0279   77.71     23    Success 
    23       -0.7162     4.1247      0.0262   0.0234   86.44     25    Success 
    24       -0.7538     2.2762      0.0375   0.0032   59.70     26    Success 
    25       -0.7957     2.0085      0.0419   0.0133   76.28     27    Success 
    26       -0.8448     2.2865      0.0491   0.0192   78.31     28    Success 
    27       -0.9252     2.7204      0.0804   0.0209   75.10     29    Success 
    28       -1.0231     5.4561      0.0979   0.0368   78.42     30    Success 
    29       -1.1584     4.5013      0.1353   0.0419   83.85     31    Success 
    30       -1.3376     4.3238      0.1792   0.0644   83.56     32    Success 
    31       -1.3746     9.3994      0.0370   0.0825   82.79     33    Success 
    32       -1.4406     7.6722      0.0660   0.0106   84.67     34    Success 
    33       -1.5487     4.7364      0.1080   0.0058   68.06     35    Success 
