
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       30.3559    49.3276                                   1
     1       27.2509   100.5685      3.1051   0.1318    0.00      2    Success 
     2       21.6954    79.9313      5.5555   0.0062    7.87      3    Success 
     3       13.1587    43.6196      8.5367   0.0142   12.34      4    Success 
     4        7.9670    13.8937      5.1917   0.0203   19.04      5    Success 
     5        6.7239    10.2745      1.2431   0.0120    6.06      6    Success 
     6        5.2338    11.5878      1.4901   0.0227   32.83      7    Success 
     7        3.0776    13.2754      2.1562   0.0456   56.31      8    Success 
     8        1.8828    23.4915      1.1948   0.0739   66.33      9    Success 
     9        0.2383    12.1380      1.6445   0.0282   68.83     10    Success 
    10       -0.6885     5.9893      0.9268   0.0207   50.24     11    Success 
    11       -1.0150     3.9143      0.3265   0.0211   68.90     12    Success 
    12       -1.2827     3.0199      0.2677   0.0325   69.17     13    Success 
    13       -1.3868     2.0323      0.1041   0.0236   75.37     14    Success 
    14       -1.4163     1.1254      0.0295   0.0133   77.96     15    Success 
    15       -1.4236     0.7865      0.0073   0.0051   75.78     16    Success 
    16       -1.4276     0.6330      0.0040   0.0022   74.22     17    Success 
    17       -1.4330     0.5095      0.0053   0.0036   69.64     18    Success 
    18       -1.4343     0.6636      0.0014   0.0039   69.79     19    Success 
    19       -1.4357     0.1969      0.0013   0.0011   71.02     20    Success 
    20       -1.4360     0.1768      0.0003   0.0004   65.73     21    Success 
    21       -1.4366     0.1952      0.0006   0.0007   56.57     22    Success 
    22       -1.4376     0.2420      0.0010   0.0011   56.37     23    Success 
    23       -1.4394     0.3298      0.0018   0.0019   63.91     24    Success 
    24       -1.4423     0.4735      0.0030   0.0035   72.45     25    Success 
    25       -1.4465     0.7634      0.0042   0.0065   78.91     26    Success 
    26       -1.4528     0.8511      0.0063   0.0097   83.57     27    Success 
    27       -1.4633     1.0110      0.0105   0.0150   84.34     28    Success 
    28       -1.4782     1.3381      0.0150   0.0224   84.68     29    Success 
    29       -1.5001     1.4537      0.0218   0.0283   85.47     30    Success 
    30       -1.5316     1.3644      0.0315   0.0262   83.42     31    Success 
    31       -1.5521     1.8745      0.0205   0.0226   78.19     32    Success 
    32       -1.5611     0.5852      0.0090   0.0064   78.12     33    Success 
