
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       10.0616    19.1451                                   1
     1        8.3945    26.1604      1.6671   0.0232    0.00      3    Success 
     2        6.6015    17.8732      1.7930   0.0155   51.02      4    Success 
     3        3.9393     8.2422      2.6622   0.0394   50.46      5    Success 
     4        2.4654    11.4573      1.4739   0.0515   39.74      6    Success 
     5        1.8639    16.7567      0.6015   0.0506   64.90      7    Success 
     6        1.3179     7.3159      0.5461   0.0106   56.88      8    Success 
     7        0.8195     6.7872      0.4983   0.0225   60.75      9    Success 
     8        0.1031    12.0282      0.7165   0.0440   65.77     10    Success 
     9       -0.6995    13.6546      0.8026   0.0556   78.28     11    Success 
    10       -1.2299    12.3057      0.5304   0.0689   79.31     12    Success 
    11       -1.4826     5.6299      0.2526   0.0238   67.03     13    Success 
    12       -1.5929     1.9600      0.1104   0.0144   72.23     14    Success 
    13       -1.6192     1.3082      0.0263   0.0055   68.27     15    Success 
    14       -1.6574     0.9608      0.0382   0.0160   71.72     16    Success 
    15       -1.6746     2.0289      0.0172   0.0234   75.30     17    Success 
    16       -1.6846     1.0981      0.0100   0.0100   81.06     18    Success 
    17       -1.6882     0.5571      0.0036   0.0012   61.27     19    Success 
    18       -1.6914     0.5115      0.0032   0.0021   64.54     20    Success 
    19       -1.6962     0.7394      0.0049   0.0043   68.98     21    Success 
    20       -1.7038     1.0221      0.0076   0.0068   76.04     22    Success 
    21       -1.7164     1.3185      0.0125   0.0088   77.78     23    Success 
    22       -1.7358     1.6049      0.0194   0.0129   79.35     24    Success 
    23       -1.7597     2.3223      0.0239   0.0218   82.03     25    Success 
    24       -1.7832     0.9260      0.0235   0.0199   84.35     26    Success 
    25       -1.7920     0.6666      0.0088   0.0098   77.32     27    Success 
    26       -1.7947     0.8065      0.0027   0.0017   45.26     28    Success 
    27       -1.7975     0.4264      0.0028   0.0046   82.12     29    Success 
    28       -1.7990     0.2468      0.0015   0.0030   75.19     30    Success 
    29       -1.7996     0.2412      0.0006   0.0009   66.62     31    Success 
    30       -1.8007     0.2904      0.0011   0.0016   66.95     32    Success 
    31       -1.8027     0.3542      0.0020   0.0030   71.62     33    Success 
    32       -1.8061     0.5905      0.0035   0.0053   74.50     34    Success 
