
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0     2056.1468  2031.9885                                   1
     1      773.8699   537.1245   1282.2768   0.1318    0.00      2    Success 
     2      544.9239   350.7441    228.9461   0.0527    0.56      3    Success 
     3      271.6604   161.4608    273.2634   0.1154   11.09      4    Success 
     4      150.3661    82.3500    121.2943   0.1071   12.46      5    Success 
     5       81.0866    55.8547     69.2795   0.1318   13.25      6    Success 
     6       43.9524    44.1544     37.1342   0.1318   28.60      7    Success 
     7       23.3522    20.2989     20.6002   0.1155   53.10      8    Success 
     8       13.0241    20.4934     10.3282   0.1088   47.56      9    Success 
     9        6.9828    33.3106      6.0412   0.1318   58.47     10    Success 
    10        3.5526    10.7954      3.4302   0.0634   70.40     11    Success 
    11        2.9266     8.9178      0.6260   0.0099   46.77     12    Success 
    12        1.8652     7.8351      1.0614   0.0241   54.43     13    Success 
    13        0.4627     3.9594      1.4025   0.0440   51.99     14    Success 
    14        0.1872     7.5138      0.2755   0.0366   57.59     15    Success 
    15       -0.0487     3.6733      0.2360   0.0159   66.90     16    Success 
    16       -0.1790     2.6832      0.1302   0.0088   62.54     17    Success 
    17       -0.3896     1.9898      0.2106   0.0235   65.61     18    Success 
    18       -0.6201     3.5112      0.2305   0.0563   67.91     19    Success 
    19       -0.7066     2.6657      0.0865   0.0454   81.41     20    Success 
    20       -0.7506     1.1551      0.0440   0.0115   78.06     21    Success 
    21       -0.7772     1.0015      0.0266   0.0189   79.75     22    Success 
    22       -0.7997     1.2247      0.0225   0.0188   79.94     23    Success 
    23       -0.8190     1.4432      0.0194   0.0199   79.37     24    Success 
    24       -0.8345     0.6964      0.0154   0.0032   63.34     25    Success 
    25       -0.8517     0.9216      0.0173   0.0099   70.30     26    Success 
    26       -0.8783     1.4414      0.0266   0.0163   77.39     27    Success 
    27       -0.9245     1.9488      0.0462   0.0210   79.88     28    Success 
    28       -0.9970     2.7435      0.0725   0.0330   81.75     29    Success 
    29       -1.0923     3.2617      0.0953   0.0473   83.59     30    Success 
    30       -1.2267     2.9510      0.1343   0.0443   82.70     31    Success 
    31       -1.3786     3.1439      0.1520   0.0583   81.02     32    Success 
    32       -1.4185     3.9904      0.0399   0.0652   84.07     33    Success 
    33       -1.4664     1.2328      0.0479   0.0111   79.62     34    Success 
