
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0        2.1441     6.9581                                   1
     1        1.3698    11.1307      0.7744   0.0226    0.00      3    Success 
     2        0.6625     4.5087      0.7072   0.0191   57.98      4    Success 
     3        0.4163     4.2231      0.2462   0.0134   53.67      5    Success 
     4        0.0877     5.0555      0.3286   0.0210   58.85      6    Success 
     5       -0.4167     5.2562      0.5044   0.0309   65.13      7    Success 
     6       -0.7932    10.3114      0.3765   0.0532   68.86      8    Success 
     7       -1.1659     3.1468      0.3727   0.0234   72.43      9    Success 
     8       -1.2326     2.1735      0.0667   0.0033   33.57     10    Success 
     9       -1.3176     1.6018      0.0850   0.0105   56.87     11    Success 
    10       -1.3646     1.9336      0.0470   0.0138   64.23     12    Success 
    11       -1.3774     1.8688      0.0128   0.0114   72.46     13    Success 
    12       -1.3925     0.6224      0.0151   0.0023   55.07     14    Success 
    13       -1.3975     0.4447      0.0050   0.0027   67.53     15    Success 
    14       -1.4029     0.3892      0.0054   0.0067   72.69     16    Success 
    15       -1.4038     0.3803      0.0009   0.0015   71.39     18    Success 
    16       -1.4049     0.2214      0.0011   0.0027   81.53     19    Success 
    17       -1.4059     0.1884      0.0010   0.0014   65.91     20    Success 
    18       -1.4077     0.2576      0.0017   0.0017   49.53     21    Success 
    19       -1.4106     0.3901      0.0030   0.0030   62.91     22    Success 
    20       -1.4154     0.6358      0.0047   0.0054   73.54     23    Success 
    21       -1.4232     0.7800      0.0078   0.0092   80.74     24    Success 
    22       -1.4367     1.0550      0.0135   0.0161   82.81     25    Success 
    23       -1.4592     1.3771      0.0225   0.0268   84.52     26    Success 
    24       -1.4850     2.2459      0.0258   0.0428   85.63     27    Success 
    25       -1.5192     2.3696      0.0342   0.0285   85.38     28    Success 
    26       -1.5765     2.0024      0.0574   0.0151   79.00     29    Success 
    27       -1.6464     2.0459      0.0699   0.0471   83.01     30    Success 
    28       -1.6733     2.7514      0.0269   0.0167   65.90     31    Success 
    29       -1.6979     0.9679      0.0246   0.0039   60.06     32    Success 
    30       -1.7036     0.8574      0.0057   0.0106   81.64     33    Success 
    31       -1.7078     0.7210      0.0042   0.0038   73.83     34    Success 
    32       -1.7129     0.4249      0.0050   0.0047   79.39     35    Success 
