
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       23.1469    37.7669                                   1
     1       14.8875    52.1228      8.2594   0.0576    0.00      3    Success 
     2        8.0045    16.7488      6.8830   0.0461   53.94      4    Success 
     3        5.9788    11.0244      2.0257   0.0347   49.44      5    Success 
     4        4.4153    12.9426      1.5635   0.0395   51.93      6    Success 
     5        2.7889    17.9484      1.6264   0.0576   58.36      7    Success 
     6        1.3556     8.9818      1.4334   0.0432   70.08      8    Success 
     7        0.7204     5.3744      0.6351   0.0360   67.82      9    Success 
     8        0.3974     4.7854      0.3230   0.0296   65.75     10    Success 
     9        0.1799     4.2545      0.2176   0.0340   71.35     11    Success 
    10        0.0424     2.4454      0.1375   0.0192   72.25     12    Success 
    11       -0.0414     2.2144      0.0838   0.0157   63.66     13    Success 
    12       -0.0907     2.1498      0.0493   0.0131   72.38     14    Success 
    13       -0.1308     1.8879      0.0400   0.0173   74.88     15    Success 
    14       -0.1425     1.8224      0.0118   0.0101   74.27     16    Success 
    15       -0.1542     0.8493      0.0117   0.0028   64.26     17    Success 
    16       -0.1615     0.7540      0.0073   0.0046   72.97     18    Success 
    17       -0.1736     1.0204      0.0121   0.0100   75.98     19    Success 
    18       -0.1944     1.2948      0.0208   0.0162   79.39     20    Success 
    19       -0.2290     1.6831      0.0346   0.0267   81.35     21    Success 
    20       -0.2744     2.9078      0.0454   0.0387   82.37     22    Success 
    21       -0.3247     1.6382      0.0503   0.0192   79.83     23    Success 
    22       -0.3545     3.2501      0.0299   0.0273   82.03     25    Success 
    23       -0.4023     2.4356      0.0478   0.0119   78.87     26    Success 
    24       -0.4756     3.3276      0.0733   0.0273   79.66     27    Success 
    25       -0.5973     2.7746      0.1218   0.0313   79.87     28    Success 
    26       -0.7076     5.9548      0.1103   0.0437   80.20     30    Success 
    27       -0.8676     6.3705      0.1600   0.0438   83.94     31    Success 
    28       -1.0852     2.9070      0.2175   0.0500   82.79     32    Success 
    29       -1.1371     4.0277      0.0519   0.0315   82.51     34    Success 
    30       -1.2146     2.3471      0.0775   0.0207   81.05     35    Success 
    31       -1.2828     1.6687      0.0682   0.0281   79.21     36    Success 
    32       -1.3301     1.7450      0.0473   0.0298   79.67     37    Success 
    33       -1.3422     1.6688      0.0121   0.0047   68.43     39    Success 
    34       -1.3551     1.0499      0.0129   0.0086   78.89     40    Success 
    35       -1.3598     1.1300      0.0048   0.0090   81.79     41    Success 
    36       -1.3646     0.7206      0.0047   0.0052   80.71     42    Success 
    37       -1.3687     0.7746      0.0041   0.0026   67.86     43    Success 
    38       -1.3756     0.8206      0.0069   0.0038   69.51     44    Success 
    39       -1.3874     1.1541      0.0118   0.0061   69.83     45    Success 
    40       -1.4072     1.3462      0.0198   0.0107   76.13     46    Success 
    41       -1.4342     2.3376      0.0270   0.0184   78.48     47    Success 
    42       -1.4664     2.6371      0.0323   0.0223   82.55     48    Success 
    43       -1.5058     0.9687      0.0394   0.0139   78.46     49    Success 
    44       -1.5202     1.9008      0.0145   0.0161   77.80     51    Success 
    45       -1.5401     1.1357      0.0199   0.0128   82.00     52    Success 
    46       -1.5609     1.3093      0.0208   0.0194   80.95     53    Success 
    47       -1.5796     1.2872      0.0187   0.0217   79.46     54    Success 
    48       -1.5889     1.3357      0.0093   0.0154   84.35     56    Success 
    49       -1.5964     1.6432      0.0075   0.0102   83.68     57    Success 
    50       -1.6066     1.3576      0.0101   0.0086   82.40     58    Success 
