
     ######################################################################
   ##########################################################################
  ###                                                                      ###
 ###            Tinker  ---  Software Tools for Molecular Design            ###
 ##                                                                          ##
 ##                      Version 8.9.4   September 2021                      ##
 ##                                                                          ##
 ##               Copyright (c)  Jay William Ponder  1990-2021               ##
 ###                           All Rights Reserved                          ###
  ###                                                                      ###
   ##########################################################################
     ######################################################################


 Additional Atom Definition Parameters :

     Type  Class  Symbol  Description               Atomic    Mass   Valence

      402   402     Cl    CH2Cl2                      17     35.453     1
      401   401     C     CH2Cl2                       6     12.011     4
      403   403     H     CH2Cl2                       1      1.008     1

 Additional Bond Stretching Parameters :

     Atom Classes             K(S)         Length

       401 402             276.477         1.7700
       403 401             384.844         1.0900

 Additional Angle Bending Parameters :

     Atom Classes             K(B)          Angle

     402 401 402            46.092        113.090
     403 401 402            45.080        108.250
     403 401 403            32.984        110.760

 Additional Stretch-Bend Parameters :

     Atom Classes          K(SB)-1        K(SB)-2

     402 401 402             5.713          5.713
     403 401 402             5.713          5.713
     403 401 403             5.713          5.713

 Additional Atomic Multipole Parameters :

     Atom Type     Coordinate Frame Definition         Multipole Moments

         402      401    402      0   Z-then-X    -0.14546
                                                   0.00326  0.00000  0.12567
                                                  -0.78473
                                                   0.00000 -0.75367
                                                  -0.10104  0.00000  1.53840

         401      402    402      0   Bisector     0.10860
                                                   0.00000  0.00000  0.37492
                                                   0.67742
                                                   0.00000 -0.76666
                                                   0.00000  0.00000  0.08924

         403      401    403      0   Z-then-X     0.09116
                                                  -0.01717  0.00000 -0.14164
                                                   0.05168
                                                   0.00000  0.00671
                                                  -0.00365  0.00000 -0.05839

 Additional Atomic Dipole Polarizability Parameters :

     Atom Type           Alpha       Thole     Group Atom Types

         402             2.337       0.390         401
         401             1.620       0.390         402  403
         403             0.480       0.390         401

 Additional van der Waals Parameters :

     Atom Class               Size        Epsilon        Reduction

         401                3.8200         0.1010          0.000
         402                3.8980         0.3620          0.000
         403                2.9600         0.0240          0.920

 Additional Solvation Parameters :

     Atom Type                PB Size     CS Size     GK Size

         403             3.0205      3.8850      4.0505
         401             3.3025      2.8540      4.9016

 Limited Memory BFGS Quasi-Newton Optimization :

 QN Iter     F Value      G RMS      F Move   X Move   Angle  FG Call  Comment

     0       21.6740    34.0635                                   1
     1       13.5401    39.3625      8.1339   0.0624    0.00      3    Success 
     2        8.1318    17.6650      5.4083   0.0471   49.11      4    Success 
     3        6.4198    14.0534      1.7120   0.0281   53.04      5    Success 
     4        4.2388    13.0758      2.1809   0.0529   56.39      6    Success 
     5        2.0480    18.4957      2.1908   0.0757   59.00      7    Success 
     6        0.5554     8.9211      1.4927   0.0528   69.15      8    Success 
     7        0.1977     7.1934      0.3577   0.0330   72.61      9    Success 
     8       -0.0015     5.1346      0.1992   0.0078   54.41     10    Success 
     9       -0.2680     3.8062      0.2665   0.0241   66.25     11    Success 
    10       -0.4541     5.1519      0.1861   0.0344   69.81     12    Success 
    11       -0.5700     3.1639      0.1159   0.0249   77.26     13    Success 
    12       -0.6106     1.8727      0.0406   0.0050   59.90     14    Success 
    13       -0.6457     2.2141      0.0351   0.0128   76.21     15    Success 
    14       -0.6982     2.0132      0.0525   0.0160   75.71     16    Success 
    15       -0.7319     3.1158      0.0337   0.0222   79.96     18    Success 
    16       -0.7687     1.3773      0.0367   0.0096   75.34     19    Success 
    17       -0.7856     1.5937      0.0170   0.0120   80.10     20    Success 
    18       -0.8121     1.7416      0.0265   0.0135   78.65     21    Success 
    19       -0.8499     2.7215      0.0377   0.0221   80.07     22    Success 
    20       -0.9015     2.2602      0.0517   0.0139   75.51     23    Success 
    21       -0.9355     3.9575      0.0340   0.0216   79.20     24    Success 
    22       -0.9845     1.8290      0.0490   0.0084   75.21     25    Success 
    23       -1.0214     1.6301      0.0369   0.0122   73.55     26    Success 
    24       -1.0856     1.9364      0.0642   0.0167   70.19     27    Success 
    25       -1.1873     2.8236      0.1017   0.0298   73.83     28    Success 
    26       -1.2908     2.7237      0.1035   0.0478   79.13     29    Success 
    27       -1.3090     3.1823      0.0182   0.0126   82.79     31    Success 
    28       -1.3383     2.1159      0.0294   0.0064   77.05     32    Success 
    29       -1.3722     1.0762      0.0339   0.0141   75.71     33    Success 
    30       -1.3810     0.8544      0.0088   0.0060   77.37     34    Success 
    31       -1.3859     1.7086      0.0049   0.0081   71.38     35    Success 
    32       -1.3922     0.6610      0.0063   0.0015   60.99     36    Success 
    33       -1.3948     0.6654      0.0026   0.0015   62.24     37    Success 
    34       -1.3990     0.8875      0.0042   0.0028   69.38     38    Success 
    35       -1.4065     1.2604      0.0075   0.0040   72.88     39    Success 
    36       -1.4203     1.6034      0.0138   0.0070   77.83     40    Success 
    37       -1.4456     2.0232      0.0253   0.0132   80.59     41    Success 
    38       -1.4878     2.7191      0.0422   0.0244   82.65     42    Success 
    39       -1.5341     4.2638      0.0463   0.0421   84.72     43    Success 
    40       -1.5686     2.2695      0.0345   0.0239   83.72     44    Success 
    41       -1.6233     2.2874      0.0548   0.0206   79.35     45    Success 
    42       -1.6819     3.0329      0.0585   0.0329   79.52     46    Success 
    43       -1.7148     2.8447      0.0329   0.0161   83.43     47    Success 
    44       -1.7436     1.8292      0.0288   0.0151   78.99     48    Success 
    45       -1.7643     2.1441      0.0207   0.0241   84.02     50    Success 
    46       -1.7761     1.7075      0.0118   0.0072   83.42     51    Success 
    47       -1.7937     1.1570      0.0176   0.0110   80.95     52    Success 
    48       -1.8068     1.6715      0.0131   0.0205   83.70     53    Success 
    49       -1.8164     1.0691      0.0096   0.0073   80.49     54    Success 
    50       -1.8219     1.0637      0.0055   0.0178   85.51     55    Success 
    51       -1.8249     0.5889      0.0031   0.0027   77.59     56    Success 
    52       -1.8271     0.6360      0.0022   0.0021   74.34     57    Success 
    53       -1.8309     0.6506      0.0038   0.0047   79.42     58    Success 
    54       -1.8373     0.8172      0.0063   0.0089   80.54     59    Success 
    55       -1.8469     0.7399      0.0097   0.0157   82.90     60    Success 
    56       -1.8582     1.4063      0.0113   0.0225   81.68     61    Success 
    57       -1.8694     1.5064      0.0111   0.0086   78.84     62    Success 
    58       -1.8856     1.3542      0.0162   0.0160   83.35     63    Success 
    59       -1.8926     1.2355      0.0070   0.0100   73.93     64    Success 
    60       -1.8989     1.0347      0.0063   0.0116   82.99     65    Success 
    61       -1.9021     0.5203      0.0032   0.0053   80.99     66    Success 
    62       -1.9047     0.3715      0.0026   0.0042   79.47     67    Success 
    63       -1.9089     0.3973      0.0041   0.0091   78.69     68    Success 
    64       -1.9123     1.0351      0.0034   0.0097   74.47     69    Success 
    65       -1.9152     0.4679      0.0028   0.0077   84.65     70    Success 
    66       -1.9167     0.4704      0.0016   0.0022   74.03     71    Success 
    67       -1.9182     0.6115      0.0015   0.0048   82.56     72    Success 
    68       -1.9201     0.7118      0.0019   0.0053   83.61     73    Success 
    69       -1.9221     0.4911      0.0021   0.0058   85.01     74    Success 
    70       -1.9244     0.5895      0.0023   0.0052   79.64     75    Success 
    71       -1.9260     0.4733      0.0016   0.0046   83.86     76    Success 
    72       -1.9287     0.6568      0.0026   0.0047   79.42     77    Success 
    73       -1.9333     0.7237      0.0046   0.0089   83.53     78    Success 
    74       -1.9414     1.0294      0.0081   0.0127   82.82     79    Success 
    75       -1.9544     1.6090      0.0130   0.0239   85.26     80    Success 
    76       -1.9706     2.8546      0.0162   0.0291   86.02     81    Success 
    77       -1.9919     2.1892      0.0214   0.0282   87.12     82    Success 
    78       -2.0226     3.1001      0.0307   0.0335   85.83     83    Success 
    79       -2.0622     1.9012      0.0396   0.0221   83.58     84    Success 
    80       -2.0942     3.3544      0.0320   0.0408   82.83     85    Success 
    81       -2.1165     1.7343      0.0224   0.0088   80.25     86    Success 
    82       -2.1290     1.5993      0.0124   0.0144   83.25     88    Success 
    83       -2.1453     1.3601      0.0164   0.0161   84.15     89    Success 
    84       -2.1686     1.5944      0.0232   0.0242   82.85     90    Success 
    85       -2.1870     3.2388      0.0184   0.0297   83.71     91    Success 
    86       -2.2158     2.0670      0.0288   0.0067   77.80     92    Success 
    87       -2.2579     2.5485      0.0421   0.0358   84.42     93    Success 
    88       -2.3244     2.6553      0.0665   0.0355   83.32     94    Success 
    89       -2.4018     4.1802      0.0773   0.0432   81.67     95    Success 
    90       -2.4338     3.8696      0.0320   0.0274   86.55     97    Success 
    91       -2.4656     2.6369      0.0318   0.0113   79.45     98    Success 
    92       -2.5149     2.0432      0.0493   0.0216   82.21     99    Success 
    93       -2.5755     3.3021      0.0606   0.0420   81.74    100    Success 
    94       -2.6254     3.8107      0.0499   0.0241   79.03    101    Success 
    95       -2.6810     3.1586      0.0556   0.0428   85.61    102    Success 
    96       -2.6892     4.8053      0.0082   0.0124   71.63    103    Success 
    97       -2.7046     4.0780      0.0153   0.0042   84.10    104    Success 
    98       -2.7313     3.1695      0.0267   0.0144   86.26    105    Success 
    99       -2.7648     0.7623      0.0335   0.0251   85.20    106    Success 
   100       -2.7692     1.1223      0.0044   0.0188   83.82    107    Success 
   101       -2.7762     0.6869      0.0070   0.0023   65.27    108    Success 
   102       -2.7870     1.0792      0.0108   0.0066   67.18    109    Success 
   103       -2.7992     2.0144      0.0122   0.0127   80.65    110    Success 
   104       -2.8119     2.5815      0.0127   0.0135   85.66    111    Success 
   105       -2.8332     2.8202      0.0214   0.0119   84.06    112    Success 
   106       -2.8694     3.2408      0.0362   0.0178   83.88    113    Success 
   107       -2.9252     3.0037      0.0558   0.0214   82.49    114    Success 
   108       -2.9671     5.3400      0.0418   0.0283   80.57    115    Success 
   109       -3.0207     2.9637      0.0537   0.0065   72.41    116    Success 
   110       -3.0567     2.0081      0.0360   0.0083   73.43    117    Success 
   111       -3.0818     2.5094      0.0251   0.0139   77.89    118    Success 
   112       -3.1119     2.0443      0.0301   0.0140   81.19    119    Success 
   113       -3.1494     1.9942      0.0375   0.0174   77.76    120    Success 
   114       -3.1809     1.2554      0.0315   0.0191   79.53    121    Success 
   115       -3.1929     2.6780      0.0121   0.0177   80.62    122    Success 
   116       -3.2050     2.1034      0.0120   0.0064   79.80    123    Success 
   117       -3.2201     1.0783      0.0151   0.0118   84.01    124    Success 
   118       -3.2387     1.4341      0.0185   0.0208   80.48    125    Success 
   119       -3.2593     1.0924      0.0207   0.0111   75.94    126    Success 
   120       -3.2739     1.4816      0.0145   0.0239   81.46    127    Success 
   121       -3.2825     1.3355      0.0086   0.0067   71.16    128    Success 
   122       -3.2889     0.6155      0.0064   0.0068   82.63    129    Success 
   123       -3.2933     0.7139      0.0044   0.0101   81.34    130    Success 
   124       -3.2964     0.4399      0.0031   0.0045   79.98    131    Success 
   125       -3.2984     0.3139      0.0020   0.0040   77.49    132    Success 
   126       -3.2994     0.3889      0.0010   0.0037   81.44    133    Success 
   127       -3.3003     0.3878      0.0009   0.0033   82.12    134    Success 
   128       -3.3007     0.3395      0.0004   0.0046   85.74    135    Success 
   129       -3.3013     0.2315      0.0006   0.0012   75.18    136    Success 
   130       -3.3020     0.2438      0.0007   0.0022   75.91    137    Success 
   131       -3.3029     0.2127      0.0009   0.0038   80.19    138    Success 
   132       -3.3033     0.1620      0.0004   0.0031   81.15    139    Success 
   133       -3.3036     0.0874      0.0002   0.0018   79.72    140   SmallGrad

 LBFGS  --  Normal Termination due to SmallGrad

 Final Function Value :           -3.30357756
 Final RMS Gradient :              0.08735973
 Final Gradient Norm :             0.24709062
